4,1,601.12,125.84,35.01,101.57,0.8464,-1,-1,-1
4,2,46.43,169.05,38.81,101.14,0.8863,-1,-1,-1
4,3,629.54,140.66,36.68,100.34,0.8815,-1,-1,-1
4,4,74.96,139.76,41.36,106.26,0.8413,-1,-1,-1
5,1,602.44,128.34,34.59,99.35,0.8502,-1,-1,-1
5,2,49.59,169.27,38.94,100.27,0.8806,-1,-1,-1
5,3,630.43,140.29,37.01,99.81,0.8628,-1,-1,-1
5,4,79.34,139.51,42.46,106.57,0.7648,-1,-1,-1
6,1,603.57,129.18,34.93,99.03,0.8299,-1,-1,-1
6,2,51.95,169.71,39.13,99.64,0.8597,-1,-1,-1
6,3,631.57,139.29,37.43,99.14,0.8679,-1,-1,-1
6,4,83.35,139.27,43.06,105.45,0.6739,-1,-1,-1
7,1,604.43,131.13,34.94,97.31,0.8241,-1,-1,-1
7,2,53.98,169.69,39.59,100.00,0.8847,-1,-1,-1
7,3,632.82,140.64,37.59,97.50,0.8840,-1,-1,-1
7,4,87.04,139.06,43.47,103.85,0.7657,-1,-1,-1
8,1,605.72,131.87,35.12,95.79,0.8445,-1,-1,-1
8,2,55.44,169.63,39.64,99.83,0.8781,-1,-1,-1
8,3,634.04,142.82,37.97,96.01,0.8835,-1,-1,-1
8,4,89.34,138.69,43.99,102.87,0.8157,-1,-1,-1
9,1,607.91,133.75,34.35,91.44,0.7660,-1,-1,-1
9,2,56.94,169.60,39.63,99.80,0.8730,-1,-1,-1
9,3,634.95,135.81,40.86,101.48,0.8741,-1,-1,-1
9,4,91.12,137.55,44.81,103.22,0.7282,-1,-1,-1
10,1,610.52,134.24,33.43,87.10,0.7608,-1,-1,-1
10,2,58.82,168.64,39.83,100.76,0.8772,-1,-1,-1
10,3,636.48,132.11,41.91,102.23,0.8329,-1,-1,-1
10,4,93.03,137.08,45.41,103.63,0.6288,-1,-1,-1
11,1,613.69,134.85,32.70,83.32,0.8008,-1,-1,-1
11,2,61.18,167.79,39.92,101.20,0.8748,-1,-1,-1
11,3,638.72,129.67,42.56,102.59,0.8284,-1,-1,-1
11,4,94.95,135.97,46.14,104.65,0.6927,-1,-1,-1
12,1,616.37,135.12,32.27,80.77,0.8411,-1,-1,-1
12,2,63.90,167.30,40.01,101.53,0.8619,-1,-1,-1
12,3,642.08,128.25,42.96,102.55,0.8461,-1,-1,-1
12,4,96.00,134.50,46.92,106.55,0.6408,-1,-1,-1
13,1,618.67,134.80,32.09,79.82,0.8366,-1,-1,-1
13,2,66.84,166.66,40.21,102.27,0.8584,-1,-1,-1
13,3,645.62,127.41,42.68,101.85,0.8508,-1,-1,-1
13,4,96.63,133.26,46.94,107.44,0.7469,-1,-1,-1
14,1,620.41,132.82,32.77,81.47,0.7991,-1,-1,-1
14,2,70.04,166.42,40.47,102.54,0.8557,-1,-1,-1
14,3,648.68,126.07,42.52,102.14,0.8704,-1,-1,-1
14,4,97.55,132.27,46.65,107.90,0.8109,-1,-1,-1
15,1,622.43,132.52,33.22,82.55,0.7789,-1,-1,-1
15,2,73.55,166.52,40.67,102.14,0.9005,-1,-1,-1
15,3,651.34,124.81,42.46,103.42,0.8505,-1,-1,-1
15,4,98.29,131.53,46.65,109.54,0.8629,-1,-1,-1
16,1,624.05,132.83,33.20,82.33,0.7288,-1,-1,-1
16,2,77.42,166.44,40.85,101.38,0.9115,-1,-1,-1
16,3,653.84,124.43,42.07,103.91,0.8444,-1,-1,-1
