0,374,595.29,125.23,36.38,106.61,0.9045,-1,-1,-1
0,375,31.12,169.19,38.22,101.72,0.8746,-1,-1,-1
0,376,625.40,138.99,37.96,106.20,0.8638,-1,-1,-1
0,377,57.94,140.44,41.49,109.43,0.8611,-1,-1,-1
1,374,596.89,124.82,36.02,105.51,0.8989,-1,-1,-1
1,375,33.92,169.95,38.15,101.43,0.8765,-1,-1,-1
1,376,626.40,138.95,37.57,104.99,0.8666,-1,-1,-1
1,377,60.36,139.86,41.46,109.34,0.8944,-1,-1,-1
2,374,598.30,124.75,35.59,104.14,0.8834,-1,-1,-1
2,375,37.45,169.94,38.09,101.07,0.8772,-1,-1,-1
2,376,627.74,140.53,36.82,102.48,0.8482,-1,-1,-1
2,377,64.61,139.88,41.06,108.02,0.8486,-1,-1,-1
3,374,599.94,124.62,35.34,103.09,0.8530,-1,-1,-1
3,375,42.09,168.90,38.63,101.78,0.8789,-1,-1,-1
3,376,628.63,141.29,36.27,100.31,0.8675,-1,-1,-1
3,377,69.60,139.69,41.32,107.87,0.8510,-1,-1,-1
4,374,601.12,125.84,35.01,101.57,0.8463,-1,-1,-1
4,375,46.43,169.05,38.81,101.14,0.8864,-1,-1,-1
4,376,629.54,140.66,36.67,100.34,0.8815,-1,-1,-1
4,377,74.96,139.76,41.36,106.26,0.8414,-1,-1,-1
5,374,602.44,128.34,34.59,99.34,0.8503,-1,-1,-1
5,375,49.59,169.27,38.94,100.27,0.8806,-1,-1,-1
5,376,630.43,140.29,37.01,99.81,0.8628,-1,-1,-1
5,377,79.34,139.51,42.45,106.57,0.7647,-1,-1,-1
6,374,603.57,129.18,34.93,99.03,0.8298,-1,-1,-1
6,375,51.95,169.71,39.13,99.63,0.8597,-1,-1,-1
6,376,631.57,139.29,37.43,99.15,0.8679,-1,-1,-1
6,377,83.35,139.27,43.06,105.44,0.6739,-1,-1,-1
7,374,604.43,131.13,34.94,97.32,0.8242,-1,-1,-1
7,375,53.98,169.69,39.59,100.00,0.8847,-1,-1,-1
7,376,632.82,140.63,37.59,97.50,0.8841,-1,-1,-1
7,377,87.04,139.06,43.47,103.85,0.7658,-1,-1,-1
8,374,605.72,131.87,35.12,95.79,0.8445,-1,-1,-1
8,375,55.44,169.63,39.64,99.83,0.8781,-1,-1,-1
8,376,634.04,142.82,37.97,96.01,0.8836,-1,-1,-1
8,377,89.34,138.69,43.99,102.87,0.8154,-1,-1,-1
9,374,607.91,133.75,34.35,91.44,0.7660,-1,-1,-1
9,375,56.94,169.61,39.63,99.79,0.8729,-1,-1,-1
9,376,634.96,135.81,40.86,101.48,0.8741,-1,-1,-1
9,377,91.12,137.55,44.81,103.22,0.7280,-1,-1,-1
10,374,610.52,134.23,33.43,87.11,0.7606,-1,-1,-1
10,375,58.82,168.63,39.83,100.76,0.8772,-1,-1,-1
10,376,636.48,132.11,41.91,102.22,0.8328,-1,-1,-1
10,377,93.03,137.09,45.41,103.62,0.6285,-1,-1,-1
11,374,613.69,134.84,32.70,83.33,0.8006,-1,-1,-1
11,375,61.18,167.78,39.92,101.21,0.8747,-1,-1,-1
11,376,638.72,129.67,42.56,102.59,0.8284,-1,-1,-1
11,377,94.95,135.97,46.14,104.65,0.6934,-1,-1,-1
12,374,616.37,135.11,32.27,80.77,0.8411,-1,-1,-1
12,375,63.90,167.30,40.00,101.53,0.8619,-1,-1,-1
12,376,642.08,128.25,42.95,102.55,0.8461,-1,-1,-1
12,377,96.00,134.50,46.92,106.55,0.6409,-1,-1,-1
13,374,618.67,134.80,32.08,79.82,0.8367,-1,-1,-1
13,375,66.84,166.66,40.21,102.27,0.8584,-1,-1,-1
